lakeid,sampledate,depth,cl,ca,mg,na,k,fe,mn,cond
SP,6/19/1991,6,,,,,,,,
SP,6/19/1991,8,,,,,,,,
SP,6/19/1991,9,,,,,,,,
SP,6/19/1991,11,,,,,,,,
SP,6/19/1991,13,,,,,,,,
SP,6/19/1991,15,,,,,,,,
SP,6/19/1991,17,,,,,,,,
SP,7/1/1991,0,,,,,,0,0,
SP,7/1/1991,2,,,,,,,,
SP,7/1/1991,4,,,,,,,,
SP,7/1/1991,6,,,,,,,,
SP,7/1/1991,8,,,,,,0,0,
SP,7/1/1991,10,,,,,,0,0,
SP,7/1/1991,12,,,,,,,,
SP,7/1/1991,14,,,,,,,,
SP,7/1/1991,15,,,,,,0.16,0,
SP,7/1/1991,17,,,,,,,,
SP,7/16/1991,0,,,,,,,,
SP,7/16/1991,2,,,,,,,,
SP,7/16/1991,4,,,,,,,,
SP,7/16/1991,5,,,,,,,,
SP,7/16/1991,7,,,,,,,,
SP,7/16/1991,9,,,,,,,,
SP,7/16/1991,11,,,,,,,,
SP,7/16/1991,13,,,,,,,,
SP,7/16/1991,15,,,,,,,,
SP,7/16/1991,17,,,,,,,,
SP,7/30/1991,0,,,,,,0,0,
SP,7/30/1991,2,,,,,,,,
SP,7/30/1991,4,,,,,,,,
SP,7/30/1991,6,,,,,,,,
SP,7/30/1991,8,,,,,,0,0,
SP,7/30/1991,9,,,,,,,,
SP,7/30/1991,11,,,,,,,,
SP,7/30/1991,13,,,,,,,,
SP,7/30/1991,15,,,,,,0.1,0.09,
SP,7/30/1991,17,,,,,,,,
SP,8/12/1991,0,,,,,,,,
SP,8/12/1991,2,,,,,,,,
SP,8/12/1991,4,,,,,,,,
SP,8/12/1991,6,,,,,,,,
SP,8/12/1991,8,,,,,,,,
SP,8/12/1991,9,,,,,,,,
SP,8/12/1991,11,,,,,,,,
SP,8/12/1991,13,,,,,,,,
SP,8/12/1991,15,,,,,,,,
SP,8/12/1991,17,,,,,,,,
SP,8/28/1991,0,3.84,9.93,2.76,1.98,0.67,0,0,82
SP,8/28/1991,2,,,,,,,,
SP,8/28/1991,4,,,,,,,,
SP,8/28/1991,6,,,,,,,,
SP,8/28/1991,8,3.63,9.74,2.72,2.12,0.78,0,0,83
SP,8/28/1991,10,,,,,,,,
SP,8/28/1991,12,3.69,10.12,2.81,2.03,0.73,0,0,
SP,8/28/1991,13,,,,,,,,
SP,8/28/1991,15,3.85,10.59,2.91,2.18,0.86,0.07,0.35,
SP,8/28/1991,17,,,,,,,,
SP,9/9/1991,0,,,,,,,,
SP,9/9/1991,2,,,,,,,,
SP,9/9/1991,4,,,,,,,,
SP,9/9/1991,5,,,,,,,,
SP,9/9/1991,7,,,,,,,,
SP,9/9/1991,9,,,,,,,,
SP,9/9/1991,11,,,,,,,,
SP,9/9/1991,13,,,,,,,,
SP,9/9/1991,15,,,,,,,,
SP,9/9/1991,17,,,,,,,,
SP,9/23/1991,0,,,,,,0,0.08,
SP,9/23/1991,2,,,,,,,,
SP,9/23/1991,4,,,,,,,,
SP,9/23/1991,6,,,,,,,,
SP,9/23/1991,8,,,,,,,,
SP,9/23/1991,10,,,,,,,,
SP,9/23/1991,11,,,,,,0,0.43,
SP,9/23/1991,12,,,,,,,,
SP,9/23/1991,14,,,,,,0,0,
SP,9/23/1991,16,,,,,,2.92,0.05,
SP,9/23/1991,18,,,,,,,0.32,
SP,10/7/1991,1,,,,,,,,
SP,10/7/1991,3,,,,,,,,
SP,10/7/1991,5,,,,,,,,
SP,10/7/1991,7,,,,,,,,
SP,10/7/1991,8,,,,,,,,
SP,10/7/1991,10,,,,,,,,
SP,10/7/1991,12,,,,,,,,
SP,10/7/1991,14,,,,,,,,
SP,10/7/1991,16,,,,,,,,
SP,10/7/1991,18,,,,,,,,
SP,11/11/1991,1,,,,,,,,
SP,11/11/1991,3,,,,,,,,
SP,11/11/1991,5,,,,,,,,
SP,11/11/1991,7,,,,,,,,
SP,11/11/1991,9,,,,,,,,
SP,11/11/1991,10,3.7,10.09,2.76,2.05,0.69,0,0.02,84
SP,11/11/1991,12,,,,,,,,
SP,11/11/1991,14,,,,,,,,
SP,11/11/1991,16,,,,,,,,
SP,11/11/1991,18,3.7,9.99,2.77,2.03,0.7,0,0,83
SP,1/14/1992,1,,,,,,,,
SP,1/14/1992,3,,,,,,,,
SP,1/14/1992,5,,,,,,,,
SP,1/14/1992,7,,,,,,,,
SP,1/14/1992,9,,,,,,,,
SP,1/14/1992,11,,,,,,,,
SP,1/14/1992,13,,,,,,,,
SP,1/14/1992,15,,,,,,,,
SP,1/14/1992,17,,,,,,,,
SP,1/14/1992,18,,,,,,2.74,1.41,
SP,3/1/1992,0,4.39,10.62,3.1,2.18,0.77,0,0,92
SP,3/1/1992,2,,,,,,,,
SP,3/1/1992,4,,,,,,,,
SP,3/1/1992,6,,,,,,,,
SP,3/1/1992,8,,,,,,,,
SP,3/1/1992,10,4.04,9.85,2.84,2.02,0.74,0,0,85
SP,3/1/1992,12,,,,,,,,
SP,3/1/1992,13,,,,,,,,
SP,3/1/1992,15,,,,,,,,
SP,3/1/1992,17,,,,,,,,
SP,3/27/1992,0,,,,,,0,0.01,
SP,3/27/1992,2,,,,,,,,
SP,3/27/1992,4,,,,,,,,
SP,3/27/1992,6,,,,,,,,
SP,3/27/1992,8,,,,,,,,
SP,3/27/1992,10,,,,,,0,0.01,
SP,3/27/1992,12,,,,,,,,
SP,3/27/1992,14,,,,,,,,
SP,3/27/1992,16,,,,,,,,
SP,3/27/1992,18,,,,,,,1.72,
SP,5/6/1992,0,3.92,9.46,2.76,1.98,0.69,0.07,0.01,82
SP,5/6/1992,1,,,,,,,,
SP,5/6/1992,3,,,,,,,,
SP,5/6/1992,5,,,,,,,,
SP,5/6/1992,7,,,,,,,,
SP,5/6/1992,9,,,,,,,,
SP,5/6/1992,11,,,,,,,,
SP,5/6/1992,13,,,,,,,,
SP,5/6/1992,15,,,,,,,,
SP,5/6/1992,17,,,,,,,,
SP,5/19/1992,0,,,,,,,,
SP,5/19/1992,2,,,,,,,,
SP,5/19/1992,4,,,,,,,,
SP,5/19/1992,6,,,,,,,,
SP,5/19/1992,8,,,,,,,,
SP,5/19/1992,10,,,,,,,,
SP,5/19/1992,12,,,,,,,,
SP,5/19/1992,14,,,,,,,,
SP,5/19/1992,16,,,,,,,,
SP,5/19/1992,18,,,,,,,,
SP,6/2/1992,1,,,,,,,,
SP,6/2/1992,3,,,,,,0,0,
SP,6/2/1992,5,,,,,,0,0,
SP,6/2/1992,7,,,,,,,,
SP,6/2/1992,9,,,,,,,,
SP,6/2/1992,11,,,,,,,,
SP,6/2/1992,12,,,,,,0,0,
SP,6/2/1992,14,,,,,,,,
SP,6/2/1992,16,,,,,,,,
SP,6/2/1992,18,,,,,,0,0.22,
SP,6/15/1992,1,,,,,,,,
SP,6/15/1992,3,,,,,,,,
SP,6/15/1992,5,,,,,,,,
SP,6/15/1992,7,,,,,,,,
SP,6/15/1992,9,,,,,,,,
SP,6/15/1992,11,,,,,,,,
SP,6/15/1992,13,,,,,,,,
SP,6/15/1992,15,,,,,,,,
SP,6/15/1992,17,,,,,,,,
SP,6/30/1992,0,,,,,,0,0,
SP,6/30/1992,2,,,,,,,,
SP,6/30/1992,4,,,,,,,,
SP,6/30/1992,6,,,,,,,,
SP,6/30/1992,8,,,,,,0,0,
SP,6/30/1992,10,,,,,,0,0,
SP,6/30/1992,12,,,,,,,,
SP,6/30/1992,14,,,,,,,,
SP,6/30/1992,15,,,,,,0,0,
SP,6/30/1992,17,,,,,,,,
SP,7/14/1992,0,,,,,,,,
SP,7/14/1992,2,,,,,,,,
SP,7/14/1992,4,,,,,,,,
SP,7/14/1992,6,,,,,,,,
SP,7/14/1992,8,,,,,,,,
SP,7/14/1992,10,,,,,,,,
SP,7/14/1992,12,,,,,,,,
SP,7/14/1992,14,,,,,,,,
SP,7/14/1992,16,,,,,,,,
SP,7/14/1992,18,,,,,,,,
SP,7/29/1992,1,,,,,,,,
SP,7/29/1992,3,,,,,,,,
SP,7/29/1992,5,,,,,,0,0,
SP,7/29/1992,7,,,,,,,,
SP,7/29/1992,8,,,,,,0,0,
SP,7/29/1992,10,,,,,,,,
SP,7/29/1992,12,,,,,,0,0,
SP,7/29/1992,14,,,,,,,,
SP,7/29/1992,16,,,,,,,,
SP,7/29/1992,18,,,,,,4.62,0.51,
SP,8/11/1992,1,,,,,,,,
SP,8/11/1992,3,,,,,,,,
SP,8/11/1992,5,,,,,,,,
SP,8/11/1992,7,,,,,,,,
SP,8/11/1992,9,,,,,,,,
SP,8/11/1992,10,,,,,,,,
SP,8/11/1992,12,,,,,,,,
SP,8/11/1992,14,,,,,,,,
SP,8/11/1992,16,,,,,,,,
SP,8/11/1992,18,,,,,,,,
SP,8/24/1992,1,,,,,,,,
SP,8/24/1992,3,,,,,,,,
SP,8/24/1992,5,3.95,10.19,2.75,2.06,0.66,0,0,
SP,8/24/1992,7,,,,,,,,
SP,8/24/1992,9,,,,,,,,
SP,8/24/1992,11,,,,,,,,
SP,8/24/1992,13,,,,,,,,
SP,8/24/1992,15,3.73,10.08,2.78,2.02,0.69,0.1,0.12,
SP,8/24/1992,16,,,,,,,,
SP,8/24/1992,18,3.87,10.74,2.89,2.03,0.72,6.85,0.5,97
SP,9/8/1992,1,,,,,,,,
SP,9/8/1992,3,,,,,,,,
SP,9/8/1992,5,,,,,,,,
SP,9/8/1992,7,,,,,,,,
SP,9/8/1992,9,,,,,,,,
SP,9/8/1992,11,,,,,,,,
SP,9/8/1992,13,,,,,,,,
SP,9/8/1992,15,,,,,,,,
SP,9/8/1992,17,,,,,,,,
SP,9/8/1992,18,,,,,,,,
SP,9/24/1992,1,,,,,,,,
SP,9/24/1992,3,,,,,,,,
SP,9/24/1992,5,,,,,,,,
SP,9/24/1992,7,,,,,,,,
SP,9/24/1992,9,,,,,,,,
SP,9/24/1992,11,,,,,,,,
SP,9/24/1992,13,,,,,,,,
SP,9/24/1992,15,,,,,,0.88,0.25,
SP,9/24/1992,17,,,,,,,,
SP,9/24/1992,18,,,,,,5.37,0.39,
SP,10/5/1992,1,,,,,,,,
SP,10/5/1992,3,,,,,,,,
SP,10/5/1992,5,,,,,,,,
SP,10/5/1992,7,,,,,,,,
SP,10/5/1992,9,,,,,,,,
SP,10/5/1992,11,,,,,,,,
SP,10/5/1992,13,,,,,,,,
SP,10/5/1992,15,,,,,,,,
SP,10/5/1992,17,,,,,,,,
SP,10/20/1992,0,,,,,,0.03,0,
SP,10/20/1992,2,,,,,,,,
SP,10/20/1992,4,,,,,,,,
SP,10/20/1992,6,,,,,,,,
SP,10/20/1992,8,,,,,,,,
SP,10/20/1992,10,,,,,,,,
SP,10/20/1992,12,,,,,,0.11,0.02,
SP,10/20/1992,14,,,,,,,,
SP,10/20/1992,15,,,,,,2.01,0.28,
SP,10/20/1992,17,,,,,,5.12,0.37,
SP,11/9/1992,0,4.14,9.87,2.76,2.08,0.7,0.06,0,84
SP,11/9/1992,2,,,,,,,,
SP,11/9/1992,4,,,,,,,,
SP,11/9/1992,6,,,,,,,,
SP,11/9/1992,8,,,,,,,,
SP,11/9/1992,10,3.97,10.04,2.79,2.08,0.69,0.06,0,84
SP,11/9/1992,11,,,,,,,,
SP,11/9/1992,13,,,,,,,,
SP,11/9/1992,15,,,,,,,,
SP,11/9/1992,17,,,,,,,,
SP,1/13/1993,0,,,,,,0,0,
SP,1/13/1993,2,,,,,,,,
SP,1/13/1993,4,,,,,,,,
SP,1/13/1993,6,,,,,,,,
SP,1/13/1993,8,,,,,,,,
SP,1/13/1993,10,,,,,,0,0.06,
SP,1/13/1993,12,,,,,,,,
SP,1/13/1993,14,,,,,,,,
SP,1/13/1993,16,,,,,,,,
SP,1/13/1993,18,,,,,,0.39,1.01,
SP,3/1/1993,0,4.8,11.75,3.26,2.44,0.82,0.02,0,98
SP,3/1/1993,1,,,,,,,,
SP,3/1/1993,3,,,,,,,,
SP,3/1/1993,5,,,,,,,,
SP,3/1/1993,7,,,,,,,,
SP,3/1/1993,9,,,,,,,,
SP,3/1/1993,11,,,,,,,,
SP,3/1/1993,13,,,,,,,,
SP,3/1/1993,15,,,,,,,,
SP,3/1/1993,17,,,,,,,,
SP,3/22/1993,0,,,,,,0,0,
SP,3/22/1993,2,,,,,,,,
SP,3/22/1993,4,,,,,,,,
SP,3/22/1993,6,,,,,,,,
SP,3/22/1993,8,,,,,,,,
SP,3/22/1993,10,,,,,,0,0,
SP,3/22/1993,12,,,,,,,,
SP,3/22/1993,14,,,,,,,,
SP,3/22/1993,16,,,,,,,,
SP,3/22/1993,18,,,,,,18.27,1.33,
SP,5/4/1993,0,3.92,9.08,2.64,1.86,0.54,0,0,80
SP,5/4/1993,2,,,,,,,,
SP,5/4/1993,4,,,,,,,,
SP,5/4/1993,6,,,,,,,,
SP,5/4/1993,8,,,,,,,,
SP,5/4/1993,10,4.27,10.01,2.9,2.04,0.63,0.14,0.02,88
SP,5/4/1993,11,,,,,,,,
SP,5/4/1993,13,,,,,,,,
SP,5/4/1993,15,,,,,,,,
SP,5/4/1993,17,,,,,,,,
SP,5/18/1993,0,,,,,,,,
SP,5/18/1993,1,,,,,,,,
SP,5/18/1993,3,,,,,,,,
SP,5/18/1993,5,,,,,,,,
SP,5/18/1993,7,,,,,,,,
SP,5/18/1993,9,,,,,,,,
SP,5/18/1993,11,,,,,,,,
SP,5/18/1993,13,,,,,,,,
SP,5/18/1993,15,,,,,,,,
SP,5/18/1993,17,,,,,,,,
SP,6/1/1993,0,,,,,,0,0,
SP,6/1/1993,2,,,,,,,,
SP,6/1/1993,4,,,,,,,,
SP,6/1/1993,6,,,,,,,,
SP,6/1/1993,8,,,,,,0,0,
SP,6/1/1993,10,,,,,,0.06,0,
SP,6/1/1993,12,,,,,,,,
SP,6/1/1993,14,,,,,,,,
SP,6/1/1993,16,,,,,,,,
SP,6/1/1993,18,,,,,,0.38,0.17,
SP,6/14/1993,0,,,,,,,,
SP,6/14/1993,2,,,,,,,,
SP,6/14/1993,4,,,,,,,,
SP,6/14/1993,6,,,,,,,,
SP,6/14/1993,8,,,,,,,,
SP,6/14/1993,10,,,,,,,,
SP,6/14/1993,12,,,,,,,,
SP,6/14/1993,14,,,,,,,,
SP,6/14/1993,15,,,,,,,,
SP,6/14/1993,17,,,,,,,,
SP,6/30/1993,0,,,,,,0,0,
SP,6/30/1993,2,,,,,,,,
SP,6/30/1993,4,,,,,,,,
SP,6/30/1993,6,,,,,,,,
SP,6/30/1993,8,,,,,,0,0,
SP,6/30/1993,10,,,,,,0,0,
SP,6/30/1993,12,,,,,,,,
SP,6/30/1993,14,,,,,,,,
SP,6/30/1993,16,,,,,,,,
SP,6/30/1993,18,,,,,,6.4,0.51,
SP,7/14/1993,0,,,,,,,,
SP,7/14/1993,2,,,,,,,,
SP,7/14/1993,4,,,,,,,,
SP,7/14/1993,6,,,,,,,,
SP,7/14/1993,8,,,,,,,,
SP,7/14/1993,9,,,,,,,,
SP,7/14/1993,11,,,,,,,,
SP,7/14/1993,13,,,,,,,,
SP,7/14/1993,15,,,,,,,,
SP,7/14/1993,17,,,,,,,,
SP,7/27/1993,0,,,,,,0,0,
SP,7/27/1993,2,,,,,,,,
SP,7/27/1993,4,,,,,,,,
SP,7/27/1993,6,,,,,,,,
SP,7/27/1993,8,,,,,,,,
SP,7/27/1993,9,,,,,,,,
SP,7/27/1993,11,,,,,,,,
SP,7/27/1993,12,,,,,,0,0,
SP,7/27/1993,14,,,,,,,,
SP,7/27/1993,16,,,,,,0.15,0.2,
SP,7/27/1993,18,,,,,,3.47,0.36,
SP,8/11/1993,1,,,,,,,,
SP,8/11/1993,3,,,,,,,,
SP,8/11/1993,5,,,,,,,,
SP,8/11/1993,7,,,,,,,,
SP,8/11/1993,8,,,,,,,,
SP,8/11/1993,10,,,,,,,,
SP,8/11/1993,12,,,,,,,,
SP,8/11/1993,14,,,,,,,,
SP,8/11/1993,16,,,,,,,,
SP,8/11/1993,18,,,,,,,,
SP,8/23/1993,1,,,,,,,,
SP,8/23/1993,3,,,,,,,,
SP,8/23/1993,5,4.09,9.48,2.71,2.06,0.64,0,0,
SP,8/23/1993,7,,,,,,,,
SP,8/23/1993,9,,,,,,,,
SP,8/23/1993,11,,,,,,,,
SP,8/23/1993,13,,,,,,,,
SP,8/23/1993,15,4.22,10.15,2.89,2.14,0.73,0,0.13,
SP,8/23/1993,17,,,,,,,,
SP,8/23/1993,18,4.25,10.77,3,2.15,0.75,3.74,0.34,91
SP,9/8/1993,1,,,,,,,,
SP,9/8/1993,3,,,,,,,,
SP,9/8/1993,5,,,,,,,,
SP,9/8/1993,7,,,,,,,,
SP,9/8/1993,9,,,,,,,,
SP,9/8/1993,11,,,,,,,,
SP,9/8/1993,13,,,,,,,,
SP,9/8/1993,15,,,,,,,,
SP,9/8/1993,17,,,,,,,,
SP,9/8/1993,18,,,,,,,,
SP,9/23/1993,1,,,,,,,,
SP,9/23/1993,3,,,,,,,,
SP,9/23/1993,5,,,,,,0,0,
SP,9/23/1993,7,,,,,,,,
SP,9/23/1993,9,,,,,,,,
SP,9/23/1993,10,,,,,,0,0,
SP,9/23/1993,12,,,,,,0.08,0,
SP,9/23/1993,14,,,,,,,,
SP,9/23/1993,16,,,,,,,,
SP,9/23/1993,18,,,,,,5.05,0.34,
SP,10/5/1993,1,,,,,,,,
SP,10/5/1993,3,,,,,,,,
SP,10/5/1993,5,,,,,,,,
SP,10/5/1993,7,,,,,,,,
SP,10/5/1993,9,,,,,,,,
SP,10/5/1993,10,,,,,,,,
SP,10/5/1993,12,,,,,,,,
SP,10/5/1993,14,,,,,,,,
SP,10/5/1993,16,,,,,,,,
SP,10/5/1993,18,,,,,,,,
SP,10/18/1993,1,,,,,,,,
SP,10/18/1993,3,,,,,,,,
SP,10/18/1993,5,,,,,,,,
SP,10/18/1993,7,,,,,,,,
SP,10/18/1993,9,,,,,,,,
SP,10/18/1993,11,,,,,,,,
SP,10/18/1993,12,,,,,,0,0,
SP,10/18/1993,14,,,,,,,,
SP,10/18/1993,16,,,,,,,,
SP,10/18/1993,18,,,,,,5.59,0.34,
SP,11/10/1993,1,,,,,,,,
SP,11/10/1993,3,,,,,,,,
SP,11/10/1993,5,,,,,,,,
SP,11/10/1993,7,,,,,,,,
SP,11/10/1993,9,,,,,,,,
SP,11/10/1993,10,4.24,9.75,2.78,2.08,0.68,0,0,85
SP,11/10/1993,12,,,,,,,,
SP,11/10/1993,14,,,,,,,,
SP,11/10/1993,16,,,,,,,,
SP,11/10/1993,18,4.22,9.68,2.76,2.08,0.68,0,0,84
SP,1/12/1994,1,,,,,,,,
SP,1/12/1994,3,,,,,,,,
SP,1/12/1994,5,,,,,,,,
SP,1/12/1994,7,,,,,,,,
SP,1/12/1994,9,,,,,,,,
SP,1/12/1994,11,,,,,,,,
SP,1/12/1994,13,,,,,,,,
SP,1/12/1994,15,,,,,,,,
SP,1/12/1994,17,,,,,,,,
SP,1/12/1994,18,,,,,,1.06,1.24,
SP,2/21/1994,0,4.84,11.14,3.18,2.54,0.76,0,0,97
SP,2/21/1994,2,,,,,,,,
SP,2/21/1994,4,,,,,,,,
SP,2/21/1994,6,,,,,,,,
SP,2/21/1994,8,,,,,,,,
SP,2/21/1994,10,4.3,9.81,2.77,2.16,0.65,0.22,0.01,86
SP,2/21/1994,12,,,,,,,,
SP,2/21/1994,14,,,,,,,,
SP,2/21/1994,16,,,,,,,,
SP,2/21/1994,18,,,,,,,,106
SP,3/28/1994,0,,,,,,0,0,
SP,3/28/1994,2,,,,,,,,
SP,3/28/1994,4,,,,,,,,
SP,3/28/1994,6,,,,,,,,
SP,3/28/1994,8,,,,,,,,
SP,3/28/1994,10,,,,,,0,0,
SP,3/28/1994,12,,,,,,,,
SP,3/28/1994,14,,,,,,,,
SP,3/28/1994,16,,,,,,,,
SP,3/28/1994,18,,,,,,11.36,0.86,
SP,5/5/1994,0,4.2,9.22,2.67,2.11,0.66,0.03,0,84
SP,5/5/1994,2,,,,,,,,
SP,5/5/1994,4,,,,,,,,
SP,5/5/1994,6,,,,,,,,
SP,5/5/1994,8,,,,,,,,
SP,5/5/1994,10,4.19,9.26,2.68,2.11,0.67,0.04,0,85
SP,5/5/1994,12,,,,,,,,
SP,5/5/1994,14,,,,,,,,
SP,5/5/1994,16,,,,,,,,
SP,5/5/1994,18,4.28,9.39,2.73,2.14,0.67,0.05,0,85
SP,5/16/1994,0,,,,,,,,
SP,5/16/1994,2,,,,,,,,
SP,5/16/1994,3,,,,,,,,
SP,5/16/1994,5,,,,,,,,
SP,5/16/1994,7,,,,,,,,
SP,5/16/1994,9,,,,,,,,
SP,5/16/1994,11,,,,,,,,
SP,5/16/1994,13,,,,,,,,
SP,5/16/1994,15,,,,,,,,
SP,5/16/1994,17,,,,,,,,
SP,6/1/1994,0,,,,,,0,0,
SP,6/1/1994,1,,,,,,,,
SP,6/1/1994,3,,,,,,,,
SP,6/1/1994,5,,,,,,0,0,
SP,6/1/1994,7,,,,,,,,
SP,6/1/1994,9,,,,,,,,
SP,6/1/1994,11,,,,,,,,
SP,6/1/1994,13,,,,,,,,
SP,6/1/1994,15,,,,,,0,0,
SP,6/1/1994,17,,,,,,,,
SP,6/15/1994,0,,,,,,,,
SP,6/15/1994,2,,,,,,,,
SP,6/15/1994,4,,,,,,,,
SP,6/15/1994,5,,,,,,,,
SP,6/15/1994,7,,,,,,,,
SP,6/15/1994,9,,,,,,,,
SP,6/15/1994,11,,,,,,,,
SP,6/15/1994,13,,,,,,,,
SP,6/15/1994,15,,,,,,,,
SP,6/15/1994,17,,,,,,,,
SP,6/27/1994,0,,,,,,0.01,0,
SP,6/27/1994,2,,,,,,,,
SP,6/27/1994,4,,,,,,,,
SP,6/27/1994,6,,,,,,,,
SP,6/27/1994,8,,,,,,,,
SP,6/27/1994,10,,,,,,,,
SP,6/27/1994,12,,,,,,,,
SP,6/27/1994,14,,,,,,,,
SP,6/27/1994,15,,,,,,0.01,0.01,
SP,6/27/1994,17,,,,,,,,
SP,7/12/1994,0,,,,,,,,
SP,7/12/1994,2,,,,,,,,
SP,7/12/1994,4,,,,,,,,
SP,7/12/1994,6,,,,,,,,
SP,7/12/1994,8,,,,,,,,
SP,7/12/1994,10,,,,,,,,
SP,7/12/1994,11,,,,,,,,
SP,7/12/1994,13,,,,,,,,
SP,7/12/1994,15,,,,,,,,
SP,7/12/1994,17,,,,,,,,
SP,7/27/1994,0,,,,,,0,0,
SP,7/27/1994,2,,,,,,,,
SP,7/27/1994,4,,,,,,,,
SP,7/27/1994,6,,,,,,,,
SP,7/27/1994,8,,,,,,,,
SP,7/27/1994,10,,,,,,0,0,
SP,7/27/1994,11,,,,,,,,
SP,7/27/1994,13,,,,,,,,
SP,7/27/1994,15,,,,,,1.96,0.33,
SP,7/27/1994,17,,,,,,,,
SP,8/9/1994,0,,,,,,,,
SP,8/9/1994,2,,,,,,,,
SP,8/9/1994,4,,,,,,,,
SP,8/9/1994,5,,,,,,,,
SP,8/9/1994,7,,,,,,,,
SP,8/9/1994,9,,,,,,,,
SP,8/9/1994,11,,,,,,,,
SP,8/9/1994,13,,,,,,,,
SP,8/9/1994,15,,,,,,,,
SP,8/9/1994,17,,,,,,,,
SP,8/24/1994,0,4.21,9.43,2.74,2.15,0.68,0.04,0,84
SP,8/24/1994,2,,,,,,,,
SP,8/24/1994,4,,,,,,,,
SP,8/24/1994,6,,,,,,,,
SP,8/24/1994,8,,,,,,,,
SP,8/24/1994,10,4.08,9.49,2.75,2.14,0.67,0,0,84
SP,8/24/1994,11,,,,,,,,
SP,8/24/1994,12,4.07,9.51,2.78,2.14,0.68,0.03,0.02,
SP,8/24/1994,14,,,,,,,,
SP,8/24/1994,16,,,,,,,,
SP,8/24/1994,18,4.08,10.06,2.85,2.15,0.74,3.73,0.34,91
SP,9/6/1994,0,,,,,,,,
SP,9/6/1994,2,,,,,,,,
SP,9/6/1994,4,,,,,,,,
SP,9/6/1994,6,,,,,,,,
SP,9/6/1994,8,,,,,,,,
SP,9/6/1994,10,,,,,,,,
SP,9/6/1994,12,,,,,,,,
SP,9/6/1994,14,,,,,,,,
SP,9/6/1994,16,,,,,,,,
SP,9/6/1994,18,,,,,,,,
SP,9/21/1994,1,,,,,,,,
SP,9/21/1994,3,,,,,,,,
SP,9/21/1994,5,,,,,,,,
SP,9/21/1994,7,,,,,,,,
SP,9/21/1994,9,,,,,,,,
SP,9/21/1994,11,,,,,,,,
SP,9/21/1994,13,,,,,,,,
SP,9/21/1994,15,,,,,,1.23,0.28,
SP,9/21/1994,16,,,,,,,,
SP,9/21/1994,18,,,,,,3.74,0.32,
SP,10/3/1994,1,,,,,,,,
SP,10/3/1994,3,,,,,,,,
SP,10/3/1994,5,,,,,,,,
SP,10/3/1994,6,,,,,,,,
SP,10/3/1994,8,,,,,,,,
SP,10/3/1994,10,,,,,,,,
SP,10/3/1994,12,,,,,,,,
SP,10/3/1994,14,,,,,,,,
SP,10/3/1994,16,,,,,,,,
SP,10/3/1994,18,,,,,,,,
SP,10/17/1994,1,,,,,,,,
SP,10/17/1994,3,,,,,,,,
SP,10/17/1994,5,,,,,,,,
SP,10/17/1994,7,,,,,,,,
SP,10/17/1994,8,,,,,,,,
SP,10/17/1994,10,,,,,,,,
SP,10/17/1994,12,,,,,,0,0,
SP,10/17/1994,14,,,,,,,,
SP,10/17/1994,16,,,,,,,,
SP,10/17/1994,18,,,,,,5.79,0.34,
SP,11/1/1994,0,,,,,,,,
SP,11/1/1994,2,,,,,,,,
SP,11/1/1994,4,,,,,,,,
SP,11/1/1994,6,,,,,,,,
SP,11/1/1994,8,,,,,,,,
SP,11/1/1994,10,,,,,,,,
SP,11/1/1994,12,,,,,,,,
SP,11/1/1994,14,,,,,,,,
SP,11/1/1994,16,,,,,,,,
SP,11/1/1994,18,,,,,,,,
SP,11/16/1994,0,4.26,9.74,2.73,2.17,0.67,0.07,0,86
SP,11/16/1994,1,,,,,,,,
SP,11/16/1994,3,,,,,,,,
SP,11/16/1994,5,,,,,,,,
SP,11/16/1994,7,,,,,,,,
SP,11/16/1994,9,,,,,,,,
SP,11/16/1994,11,,,,,,,,
SP,11/16/1994,13,,,,,,,,
SP,11/16/1994,15,,,,,,,,
SP,11/16/1994,17,,,,,,,,
SP,1/9/1995,0,,,,,,0,0,
SP,1/9/1995,2,,,,,,,,
SP,1/9/1995,4,,,,,,,,
SP,1/9/1995,5,,,,,,,,
SP,1/9/1995,7,,,,,,,,
SP,1/9/1995,9,,,,,,,,
SP,1/9/1995,10,,,,,,0,0,
SP,1/9/1995,12,,,,,,,,
SP,1/9/1995,14,,,,,,,,
SP,1/9/1995,16,,,,,,,,
SP,2/20/1995,0,5.08,11.89,3.37,2.65,0.79,0,0,100
SP,2/20/1995,2,,,,,,,,
SP,2/20/1995,4,,,,,,,,
SP,2/20/1995,6,,,,,,,,
SP,2/20/1995,8,,,,,,,,
SP,2/20/1995,10,4.46,10.45,2.99,2.28,0.66,0,0,88
SP,2/20/1995,11,,,,,,,,
SP,2/20/1995,13,,,,,,,,
SP,2/20/1995,15,,,,,,,,
SP,2/20/1995,17,,,,,,,,
SP,3/24/1995,0,,,,,,0,0,
SP,3/24/1995,2,,,,,,,,
SP,3/24/1995,4,,,,,,,,
SP,3/24/1995,6,,,,,,,,
SP,3/24/1995,8,,,,,,,,
SP,3/24/1995,10,,,,,,0,0,
SP,3/24/1995,11,,,,,,,,
SP,3/24/1995,13,,,,,,,,
SP,3/24/1995,15,,,,,,,,
SP,3/24/1995,17,,,,,,,,
SP,5/2/1995,0,4.23,9.24,2.87,2.15,0.65,0,0,86
SP,5/2/1995,2,,,,,,,,
